rok,mesic,kraj_kod,kraj_nazev,diagnoza,diagnoza_nazev,vek_kod,vek_nazev,pohlavi,EWS,pocet_pripadu
2022,6,CZ080,Moravskoslezský kraj,B08,Jiné virové infekce charakterizované postižením kůže a sliznic NJ,66005009,5–9 let,M,0,10
2022,6,CZ080,Moravskoslezský kraj,B08,Jiné virové infekce charakterizované postižením kůže a sliznic NJ,66005009,5–9 let,Z,0,6
2022,6,CZ080,Moravskoslezský kraj,B08,Jiné virové infekce charakterizované postižením kůže a sliznic NJ,66010014,10–14 let,M,0,1
2022,6,CZ080,Moravskoslezský kraj,B09,Neurčené virové infekce charakterizované postižením kůže a sliznic,66005009,5–9 let,M,0,1
2022,6,CZ080,Moravskoslezský kraj,B18,Chronická virová hepatitida,66015019,15–19 let,Z,0,1
2022,6,CZ080,Moravskoslezský kraj,B18,Chronická virová hepatitida,66030034,30–34 let,M,0,1
2022,6,CZ080,Moravskoslezský kraj,B18,Chronická virová hepatitida,66035039,35–39 let,Z,0,1
2022,6,CZ080,Moravskoslezský kraj,B18,Chronická virová hepatitida,66040044,40–44 let,M,0,2
2022,6,CZ080,Moravskoslezský kraj,B18,Chronická virová hepatitida,66055059,55–59 let,M,0,1
2022,6,CZ080,Moravskoslezský kraj,B18,Chronická virová hepatitida,66070074,70–74 let,M,0,1
2022,6,CZ080,Moravskoslezský kraj,B26,Příušnice [parotitis epidemica],66010014,10–14 let,Z,0,1
2022,6,CZ080,Moravskoslezský kraj,B27,Infekční mononukleóza,66015019,15–19 let,M,0,2
2022,6,CZ080,Moravskoslezský kraj,B27,Infekční mononukleóza,66015019,15–19 let,Z,0,2
2022,6,CZ080,Moravskoslezský kraj,B27,Infekční mononukleóza,66020024,20–24 let,M,0,1
2022,6,CZ080,Moravskoslezský kraj,B27,Infekční mononukleóza,66020024,20–24 let,Z,0,1
2022,6,CZ080,Moravskoslezský kraj,B35,Dermatofytóza,66015019,15–19 let,Z,0,1
2022,6,CZ080,Moravskoslezský kraj,B76,Onemocnění měchovci,66025029,25–29 let,M,0,1
2022,6,CZ080,Moravskoslezský kraj,B76,Onemocnění měchovci,66030034,30–34 let,M,0,1
2022,6,CZ080,Moravskoslezský kraj,B80,Enterobióza [enterobiasis],66001004,1–4 roky,M,0,1
2022,6,CZ080,Moravskoslezský kraj,B80,Enterobióza [enterobiasis],66005009,5–9 let,M,0,4
2022,6,CZ080,Moravskoslezský kraj,B80,Enterobióza [enterobiasis],66005009,5–9 let,Z,0,1
2022,6,CZ080,Moravskoslezský kraj,B80,Enterobióza [enterobiasis],66010014,10–14 let,M,0,4
2022,6,CZ080,Moravskoslezský kraj,B80,Enterobióza [enterobiasis],66010014,10–14 let,Z,0,1
2022,6,CZ080,Moravskoslezský kraj,B81,Jiná střevní helmintóza nezařazená jinde,66070074,70–74 let,Z,0,1
2022,6,CZ080,Moravskoslezský kraj,B86,Svrab [scabies],66001004,1–4 roky,M,0,2
2022,6,CZ080,Moravskoslezský kraj,B86,Svrab [scabies],66005009,5–9 let,M,0,2
2022,6,CZ080,Moravskoslezský kraj,B86,Svrab [scabies],66010014,10–14 let,M,0,1
2022,6,CZ080,Moravskoslezský kraj,B86,Svrab [scabies],66010014,10–14 let,Z,0,2
2022,6,CZ080,Moravskoslezský kraj,B86,Svrab [scabies],66015019,15–19 let,M,0,1
2022,6,CZ080,Moravskoslezský kraj,B86,Svrab [scabies],66015019,15–19 let,Z,0,4
2022,6,CZ080,Moravskoslezský kraj,B86,Svrab [scabies],66020024,20–24 let,M,0,2
2022,6,CZ080,Moravskoslezský kraj,B86,Svrab [scabies],66020024,20–24 let,Z,0,1
2022,6,CZ080,Moravskoslezský kraj,B86,Svrab [scabies],66025029,25–29 let,M,0,1
2022,6,CZ080,Moravskoslezský kraj,B86,Svrab [scabies],66055059,55–59 let,Z,0,1
2022,6,CZ080,Moravskoslezský kraj,B86,Svrab [scabies],66065069,65–69 let,M,0,1
2022,6,CZ080,Moravskoslezský kraj,B86,Svrab [scabies],66070074,70–74 let,M,0,1
2022,6,CZ080,Moravskoslezský kraj,B86,Svrab [scabies],66070074,70–74 let,Z,0,2
2022,6,CZ080,Moravskoslezský kraj,G00,Bakteriální zánět mozkových a míšních plen (bakter. meningitida) NJ,66000000,0 let,Z,0,1
2022,6,CZ080,Moravskoslezský kraj,G00,Bakteriální zánět mozkových a míšních plen (bakter. meningitida) NJ,66055059,55–59 let,Z,0,1
2022,6,CZ080,Moravskoslezský kraj,W54,Kousnutí nebo úder psem,66060064,60–64 let,Z,0,1
2022,6,CZ080,Moravskoslezský kraj,W55,Kousnutí nebo úder jinými savci,66040044,40–44 let,M,0,1
2022,7,CZ080,Moravskoslezský kraj,A02,Jiné infekce způsobené salmonelami,66000000,0 let,M,0,3
2022,7,CZ080,Moravskoslezský kraj,A02,Jiné infekce způsobené salmonelami,66000000,0 let,Z,0,2
2022,7,CZ080,Moravskoslezský kraj,A02,Jiné infekce způsobené salmonelami,66001004,1–4 roky,M,0,17
2022,7,CZ080,Moravskoslezský kraj,A02,Jiné infekce způsobené salmonelami,66001004,1–4 roky,Z,0,16
2022,7,CZ080,Moravskoslezský kraj,A02,Jiné infekce způsobené salmonelami,66005009,5–9 let,M,0,3
2022,7,CZ080,Moravskoslezský kraj,A02,Jiné infekce způsobené salmonelami,66005009,5–9 let,Z,0,10
2022,7,CZ080,Moravskoslezský kraj,A02,Jiné infekce způsobené salmonelami,66010014,10–14 let,M,0,7
2022,7,CZ080,Moravskoslezský kraj,A02,Jiné infekce způsobené salmonelami,66010014,10–14 let,Z,0,5
2022,7,CZ080,Moravskoslezský kraj,A02,Jiné infekce způsobené salmonelami,66015019,15–19 let,M,0,2
2022,7,CZ080,Moravskoslezský kraj,A02,Jiné infekce způsobené salmonelami,66015019,15–19 let,Z,0,5
2022,7,CZ080,Moravskoslezský kraj,A02,Jiné infekce způsobené salmonelami,66020024,20–24 let,M,0,3
2022,7,CZ080,Moravskoslezský kraj,A02,Jiné infekce způsobené salmonelami,66025029,25–29 let,M,0,1
2022,7,CZ080,Moravskoslezský kraj,A02,Jiné infekce způsobené salmonelami,66030034,30–34 let,M,0,1
2022,7,CZ080,Moravskoslezský kraj,A02,Jiné infekce způsobené salmonelami,66030034,30–34 let,Z,0,5
2022,7,CZ080,Moravskoslezský kraj,A02,Jiné infekce způsobené salmonelami,66035039,35–39 let,M,0,5
2022,7,CZ080,Moravskoslezský kraj,A02,Jiné infekce způsobené salmonelami,66035039,35–39 let,Z,0,3
2022,7,CZ080,Moravskoslezský kraj,A02,Jiné infekce způsobené salmonelami,66040044,40–44 let,M,0,2
2022,7,CZ080,Moravskoslezský kraj,A02,Jiné infekce způsobené salmonelami,66040044,40–44 let,Z,0,3
2022,7,CZ080,Moravskoslezský kraj,A02,Jiné infekce způsobené salmonelami,66045049,45–49 let,M,0,4
2022,7,CZ080,Moravskoslezský kraj,A02,Jiné infekce způsobené salmonelami,66045049,45–49 let,Z,0,2
2022,7,CZ080,Moravskoslezský kraj,A02,Jiné infekce způsobené salmonelami,66050054,50–54 let,M,0,2
2022,7,CZ080,Moravskoslezský kraj,A02,Jiné infekce způsobené salmonelami,66055059,55–59 let,M,0,3
2022,7,CZ080,Moravskoslezský kraj,A02,Jiné infekce způsobené salmonelami,66055059,55–59 let,Z,0,2
2022,7,CZ080,Moravskoslezský kraj,A02,Jiné infekce způsobené salmonelami,66060064,60–64 let,M,0,1
2022,7,CZ080,Moravskoslezský kraj,A02,Jiné infekce způsobené salmonelami,66060064,60–64 let,Z,0,4
2022,7,CZ080,Moravskoslezský kraj,A02,Jiné infekce způsobené salmonelami,66065069,65–69 let,M,0,1
2022,7,CZ080,Moravskoslezský kraj,A02,Jiné infekce způsobené salmonelami,66065069,65–69 let,Z,0,6
2022,7,CZ080,Moravskoslezský kraj,A02,Jiné infekce způsobené salmonelami,66070074,70–74 let,Z,0,1
2022,7,CZ080,Moravskoslezský kraj,A02,Jiné infekce způsobené salmonelami,66075999,75+ let,M,0,1
2022,7,CZ080,Moravskoslezský kraj,A02,Jiné infekce způsobené salmonelami,66075999,75+ let,Z,0,4
2022,7,CZ080,Moravskoslezský kraj,A04,Jiné bakteriální střevní infekce,66000000,0 let,M,0,11
2022,7,CZ080,Moravskoslezský kraj,A04,Jiné bakteriální střevní infekce,66000000,0 let,Z,0,7
2022,7,CZ080,Moravskoslezský kraj,A04,Jiné bakteriální střevní infekce,66001004,1–4 roky,M,0,37
2022,7,CZ080,Moravskoslezský kraj,A04,Jiné bakteriální střevní infekce,66001004,1–4 roky,Z,0,36
2022,7,CZ080,Moravskoslezský kraj,A04,Jiné bakteriální střevní infekce,66005009,5–9 let,M,0,16
2022,7,CZ080,Moravskoslezský kraj,A04,Jiné bakteriální střevní infekce,66005009,5–9 let,Z,0,9
2022,7,CZ080,Moravskoslezský kraj,A04,Jiné bakteriální střevní infekce,66010014,10–14 let,M,0,15
2022,7,CZ080,Moravskoslezský kraj,A04,Jiné bakteriální střevní infekce,66010014,10–14 let,Z,0,8
2022,7,CZ080,Moravskoslezský kraj,A04,Jiné bakteriální střevní infekce,66015019,15–19 let,M,0,15
2022,7,CZ080,Moravskoslezský kraj,A04,Jiné bakteriální střevní infekce,66015019,15–19 let,Z,0,8
2022,7,CZ080,Moravskoslezský kraj,A04,Jiné bakteriální střevní infekce,66020024,20–24 let,M,0,10
2022,7,CZ080,Moravskoslezský kraj,A04,Jiné bakteriální střevní infekce,66020024,20–24 let,Z,0,12
2022,7,CZ080,Moravskoslezský kraj,A04,Jiné bakteriální střevní infekce,66025029,25–29 let,M,0,11
2022,7,CZ080,Moravskoslezský kraj,A04,Jiné bakteriální střevní infekce,66025029,25–29 let,Z,0,5
2022,7,CZ080,Moravskoslezský kraj,A04,Jiné bakteriální střevní infekce,66030034,30–34 let,M,0,8
2022,7,CZ080,Moravskoslezský kraj,A04,Jiné bakteriální střevní infekce,66030034,30–34 let,Z,0,4
2022,7,CZ080,Moravskoslezský kraj,A04,Jiné bakteriální střevní infekce,66035039,35–39 let,M,0,6
2022,7,CZ080,Moravskoslezský kraj,A04,Jiné bakteriální střevní infekce,66035039,35–39 let,Z,0,3
2022,7,CZ080,Moravskoslezský kraj,A04,Jiné bakteriální střevní infekce,66040044,40–44 let,M,0,8
2022,7,CZ080,Moravskoslezský kraj,A04,Jiné bakteriální střevní infekce,66040044,40–44 let,Z,0,6
2022,7,CZ080,Moravskoslezský kraj,A04,Jiné bakteriální střevní infekce,66045049,45–49 let,M,0,6
2022,7,CZ080,Moravskoslezský kraj,A04,Jiné bakteriální střevní infekce,66045049,45–49 let,Z,0,8
2022,7,CZ080,Moravskoslezský kraj,A04,Jiné bakteriální střevní infekce,66050054,50–54 let,M,0,6
2022,7,CZ080,Moravskoslezský kraj,A04,Jiné bakteriální střevní infekce,66050054,50–54 let,Z,0,1
2022,7,CZ080,Moravskoslezský kraj,A04,Jiné bakteriální střevní infekce,66055059,55–59 let,M,0,4
2022,7,CZ080,Moravskoslezský kraj,A04,Jiné bakteriální střevní infekce,66055059,55–59 let,Z,0,6
2022,7,CZ080,Moravskoslezský kraj,A04,Jiné bakteriální střevní infekce,66060064,60–64 let,M,0,5
2022,7,CZ080,Moravskoslezský kraj,A04,Jiné bakteriální střevní infekce,66060064,60–64 let,Z,0,7
2022,7,CZ080,Moravskoslezský kraj,A04,Jiné bakteriální střevní infekce,66065069,65–69 let,M,0,11
2022,7,CZ080,Moravskoslezský kraj,A04,Jiné bakteriální střevní infekce,66065069,65–69 let,Z,0,8
2022,7,CZ080,Moravskoslezský kraj,A04,Jiné bakteriální střevní infekce,66070074,70–74 let,M,0,14
2022,7,CZ080,Moravskoslezský kraj,A04,Jiné bakteriální střevní infekce,66070074,70–74 let,Z,0,9
2022,7,CZ080,Moravskoslezský kraj,A04,Jiné bakteriální střevní infekce,66075999,75+ let,M,0,22
2022,7,CZ080,Moravskoslezský kraj,A04,Jiné bakteriální střevní infekce,66075999,75+ let,Z,0,31
2022,7,CZ080,Moravskoslezský kraj,A06,Amébóza,66005009,5–9 let,M,0,1
2022,7,CZ080,Moravskoslezský kraj,A08,Střevní infekce viry a jinými určenými mikroorganismy,66000000,0 let,M,0,7
2022,7,CZ080,Moravskoslezský kraj,A08,Střevní infekce viry a jinými určenými mikroorganismy,66000000,0 let,Z,0,6
2022,7,CZ080,Moravskoslezský kraj,A08,Střevní infekce viry a jinými určenými mikroorganismy,66001004,1–4 roky,M,0,19
2022,7,CZ080,Moravskoslezský kraj,A08,Střevní infekce viry a jinými určenými mikroorganismy,66001004,1–4 roky,Z,0,22
2022,7,CZ080,Moravskoslezský kraj,A08,Střevní infekce viry a jinými určenými mikroorganismy,66005009,5–9 let,M,0,8
2022,7,CZ080,Moravskoslezský kraj,A08,Střevní infekce viry a jinými určenými mikroorganismy,66005009,5–9 let,Z,0,6
2022,7,CZ080,Moravskoslezský kraj,A08,Střevní infekce viry a jinými určenými mikroorganismy,66010014,10–14 let,M,0,5
2022,7,CZ080,Moravskoslezský kraj,A08,Střevní infekce viry a jinými určenými mikroorganismy,66010014,10–14 let,Z,0,1
2022,7,CZ080,Moravskoslezský kraj,A08,Střevní infekce viry a jinými určenými mikroorganismy,66020024,20–24 let,Z,0,1
2022,7,CZ080,Moravskoslezský kraj,A08,Střevní infekce viry a jinými určenými mikroorganismy,66030034,30–34 let,M,0,1
2022,7,CZ080,Moravskoslezský kraj,A08,Střevní infekce viry a jinými určenými mikroorganismy,66035039,35–39 let,M,0,1
2022,7,CZ080,Moravskoslezský kraj,A08,Střevní infekce viry a jinými určenými mikroorganismy,66055059,55–59 let,Z,0,1
2022,7,CZ080,Moravskoslezský kraj,A08,Střevní infekce viry a jinými určenými mikroorganismy,66060064,60–64 let,M,0,1
2022,7,CZ080,Moravskoslezský kraj,A08,Střevní infekce viry a jinými určenými mikroorganismy,66065069,65–69 let,M,0,1
2022,7,CZ080,Moravskoslezský kraj,A08,Střevní infekce viry a jinými určenými mikroorganismy,66075999,75+ let,M,0,2
2022,7,CZ080,Moravskoslezský kraj,A08,Střevní infekce viry a jinými určenými mikroorganismy,66075999,75+ let,Z,0,5
2022,7,CZ080,Moravskoslezský kraj,A09,Jiná gastroenteritida a kolitida infekčního a NS původu,66005009,5–9 let,M,0,2
2022,7,CZ080,Moravskoslezský kraj,A09,Jiná gastroenteritida a kolitida infekčního a NS původu,66005009,5–9 let,Z,0,6
2022,7,CZ080,Moravskoslezský kraj,A09,Jiná gastroenteritida a kolitida infekčního a NS původu,66010014,10–14 let,M,0,4
2022,7,CZ080,Moravskoslezský kraj,A09,Jiná gastroenteritida a kolitida infekčního a NS původu,66010014,10–14 let,Z,0,18
2022,7,CZ080,Moravskoslezský kraj,A09,Jiná gastroenteritida a kolitida infekčního a NS původu,66015019,15–19 let,M,0,2
2022,7,CZ080,Moravskoslezský kraj,A09,Jiná gastroenteritida a kolitida infekčního a NS původu,66015019,15–19 let,Z,0,2
2022,7,CZ080,Moravskoslezský kraj,A09,Jiná gastroenteritida a kolitida infekčního a NS původu,66035039,35–39 let,Z,0,2
2022,7,CZ080,Moravskoslezský kraj,A38,Spála [scarlatina],66001004,1–4 roky,M,0,1
2022,7,CZ080,Moravskoslezský kraj,A38,Spála [scarlatina],66005009,5–9 let,Z,0,1
2022,7,CZ080,Moravskoslezský kraj,A39,Meningokokové infekce,66000000,0 let,M,0,1
2022,7,CZ080,Moravskoslezský kraj,A40,Streptokoková sepse,66040044,40–44 let,M,0,1
2022,7,CZ080,Moravskoslezský kraj,A40,Streptokoková sepse,66045049,45–49 let,Z,0,1
2022,7,CZ080,Moravskoslezský kraj,A40,Streptokoková sepse,66065069,65–69 let,M,0,1
2022,7,CZ080,Moravskoslezský kraj,A40,Streptokoková sepse,66075999,75+ let,M,0,1
2022,7,CZ080,Moravskoslezský kraj,A40,Streptokoková sepse,66075999,75+ let,Z,0,3
2022,7,CZ080,Moravskoslezský kraj,A41,Jiná sepse,66045049,45–49 let,Z,0,2
2022,7,CZ080,Moravskoslezský kraj,A41,Jiná sepse,66050054,50–54 let,M,0,1
2022,7,CZ080,Moravskoslezský kraj,A41,Jiná sepse,66055059,55–59 let,Z,0,2
2022,7,CZ080,Moravskoslezský kraj,A41,Jiná sepse,66060064,60–64 let,M,0,1
2022,7,CZ080,Moravskoslezský kraj,A41,Jiná sepse,66060064,60–64 let,Z,0,1
2022,7,CZ080,Moravskoslezský kraj,A41,Jiná sepse,66065069,65–69 let,M,0,3
2022,7,CZ080,Moravskoslezský kraj,A41,Jiná sepse,66065069,65–69 let,Z,0,1
2022,7,CZ080,Moravskoslezský kraj,A41,Jiná sepse,66070074,70–74 let,Z,0,1
2022,7,CZ080,Moravskoslezský kraj,A41,Jiná sepse,66075999,75+ let,M,0,5
2022,7,CZ080,Moravskoslezský kraj,A41,Jiná sepse,66075999,75+ let,Z,0,8
2022,7,CZ080,Moravskoslezský kraj,A46,Růže – erysipel,66030034,30–34 let,M,0,1
2022,7,CZ080,Moravskoslezský kraj,A46,Růže – erysipel,66045049,45–49 let,M,0,1
2022,7,CZ080,Moravskoslezský kraj,A46,Růže – erysipel,66050054,50–54 let,M,0,2
2022,7,CZ080,Moravskoslezský kraj,A46,Růže – erysipel,66055059,55–59 let,M,0,3
2022,7,CZ080,Moravskoslezský kraj,A46,Růže – erysipel,66055059,55–59 let,Z,0,1
2022,8,CZ071,Olomoucký kraj,A69,Jiné spirochetové infekce,66005009,5–9 let,Z,0,2
2022,8,CZ071,Olomoucký kraj,A69,Jiné spirochetové infekce,66025029,25–29 let,M,0,1
2022,8,CZ071,Olomoucký kraj,A69,Jiné spirochetové infekce,66035039,35–39 let,M,0,1
2022,8,CZ071,Olomoucký kraj,A69,Jiné spirochetové infekce,66035039,35–39 let,Z,0,3
2022,8,CZ071,Olomoucký kraj,A69,Jiné spirochetové infekce,66040044,40–44 let,M,0,7
2022,8,CZ071,Olomoucký kraj,A69,Jiné spirochetové infekce,66040044,40–44 let,Z,0,1
2022,8,CZ071,Olomoucký kraj,A69,Jiné spirochetové infekce,66045049,45–49 let,M,0,6
2022,8,CZ071,Olomoucký kraj,A69,Jiné spirochetové infekce,66045049,45–49 let,Z,0,3
2022,8,CZ071,Olomoucký kraj,A69,Jiné spirochetové infekce,66050054,50–54 let,M,0,2
2022,8,CZ071,Olomoucký kraj,A69,Jiné spirochetové infekce,66050054,50–54 let,Z,0,2
2022,8,CZ071,Olomoucký kraj,A69,Jiné spirochetové infekce,66055059,55–59 let,M,0,1
2022,8,CZ071,Olomoucký kraj,A69,Jiné spirochetové infekce,66055059,55–59 let,Z,0,5
2022,8,CZ071,Olomoucký kraj,A69,Jiné spirochetové infekce,66060064,60–64 let,Z,0,3
2022,8,CZ071,Olomoucký kraj,A69,Jiné spirochetové infekce,66065069,65–69 let,M,0,3
2022,8,CZ071,Olomoucký kraj,A69,Jiné spirochetové infekce,66065069,65–69 let,Z,0,5
2022,8,CZ071,Olomoucký kraj,A69,Jiné spirochetové infekce,66070074,70–74 let,M,0,1
2022,8,CZ071,Olomoucký kraj,A69,Jiné spirochetové infekce,66070074,70–74 let,Z,0,2
2022,8,CZ071,Olomoucký kraj,A69,Jiné spirochetové infekce,66075999,75+ let,M,0,3
2022,8,CZ071,Olomoucký kraj,A69,Jiné spirochetové infekce,66075999,75+ let,Z,0,11
2022,8,CZ071,Olomoucký kraj,A84,Virová encefalitida přenášená klíšťaty,66015019,15–19 let,M,0,1
2022,8,CZ071,Olomoucký kraj,A84,Virová encefalitida přenášená klíšťaty,66030034,30–34 let,M,0,1
2022,8,CZ071,Olomoucký kraj,A84,Virová encefalitida přenášená klíšťaty,66030034,30–34 let,Z,0,1
2022,8,CZ071,Olomoucký kraj,A84,Virová encefalitida přenášená klíšťaty,66040044,40–44 let,M,0,2
2022,8,CZ071,Olomoucký kraj,A84,Virová encefalitida přenášená klíšťaty,66040044,40–44 let,Z,0,1
2022,8,CZ071,Olomoucký kraj,A84,Virová encefalitida přenášená klíšťaty,66045049,45–49 let,M,0,1
2022,8,CZ071,Olomoucký kraj,A84,Virová encefalitida přenášená klíšťaty,66050054,50–54 let,M,0,1
2022,8,CZ071,Olomoucký kraj,A84,Virová encefalitida přenášená klíšťaty,66050054,50–54 let,Z,0,1
2022,8,CZ071,Olomoucký kraj,A84,Virová encefalitida přenášená klíšťaty,66055059,55–59 let,M,0,1
2022,8,CZ071,Olomoucký kraj,A84,Virová encefalitida přenášená klíšťaty,66055059,55–59 let,Z,0,2
2022,8,CZ071,Olomoucký kraj,A84,Virová encefalitida přenášená klíšťaty,66060064,60–64 let,M,0,1
2022,8,CZ071,Olomoucký kraj,A84,Virová encefalitida přenášená klíšťaty,66060064,60–64 let,Z,0,1
2022,8,CZ071,Olomoucký kraj,A84,Virová encefalitida přenášená klíšťaty,66065069,65–69 let,M,0,1
2022,8,CZ071,Olomoucký kraj,A84,Virová encefalitida přenášená klíšťaty,66070074,70–74 let,M,0,1
2022,8,CZ071,Olomoucký kraj,A84,Virová encefalitida přenášená klíšťaty,66075999,75+ let,M,0,3
2022,8,CZ071,Olomoucký kraj,A87,Virová meningitida,66015019,15–19 let,M,0,1
2022,8,CZ071,Olomoucký kraj,B00,Infekce virem Herpes simplex,66060064,60–64 let,Z,0,1
2022,8,CZ071,Olomoucký kraj,B01,Plané neštovice [varicella],66000000,0 let,M,0,1
2022,8,CZ071,Olomoucký kraj,B01,Plané neštovice [varicella],66000000,0 let,Z,0,1
2022,8,CZ071,Olomoucký kraj,B01,Plané neštovice [varicella],66001004,1–4 roky,M,0,35
2022,8,CZ071,Olomoucký kraj,B01,Plané neštovice [varicella],66001004,1–4 roky,Z,0,28
2022,8,CZ071,Olomoucký kraj,B01,Plané neštovice [varicella],66005009,5–9 let,M,0,17
2022,8,CZ071,Olomoucký kraj,B01,Plané neštovice [varicella],66005009,5–9 let,Z,0,24
2022,8,CZ071,Olomoucký kraj,B01,Plané neštovice [varicella],66010014,10–14 let,M,0,1
2022,8,CZ071,Olomoucký kraj,B01,Plané neštovice [varicella],66010014,10–14 let,Z,0,3
2022,8,CZ071,Olomoucký kraj,B01,Plané neštovice [varicella],66015019,15–19 let,Z,0,1
2022,8,CZ071,Olomoucký kraj,B01,Plané neštovice [varicella],66020024,20–24 let,Z,0,1
2022,8,CZ071,Olomoucký kraj,B02,Pásový opar [herpes zoster],66030034,30–34 let,M,0,1
2022,8,CZ071,Olomoucký kraj,B02,Pásový opar [herpes zoster],66030034,30–34 let,Z,0,1
2022,8,CZ071,Olomoucký kraj,B02,Pásový opar [herpes zoster],66035039,35–39 let,Z,0,2
2022,8,CZ071,Olomoucký kraj,B02,Pásový opar [herpes zoster],66040044,40–44 let,M,0,3
2022,8,CZ071,Olomoucký kraj,B02,Pásový opar [herpes zoster],66040044,40–44 let,Z,0,3
2022,8,CZ071,Olomoucký kraj,B02,Pásový opar [herpes zoster],66045049,45–49 let,M,0,1
2022,8,CZ071,Olomoucký kraj,B02,Pásový opar [herpes zoster],66045049,45–49 let,Z,0,1
2022,8,CZ071,Olomoucký kraj,B02,Pásový opar [herpes zoster],66050054,50–54 let,M,0,1
2022,8,CZ071,Olomoucký kraj,B02,Pásový opar [herpes zoster],66050054,50–54 let,Z,0,2
2022,8,CZ071,Olomoucký kraj,B02,Pásový opar [herpes zoster],66055059,55–59 let,Z,0,2
2022,8,CZ071,Olomoucký kraj,B02,Pásový opar [herpes zoster],66060064,60–64 let,M,0,1
2022,8,CZ071,Olomoucký kraj,B02,Pásový opar [herpes zoster],66060064,60–64 let,Z,0,2
2022,8,CZ071,Olomoucký kraj,B02,Pásový opar [herpes zoster],66065069,65–69 let,Z,0,2
2022,8,CZ071,Olomoucký kraj,B02,Pásový opar [herpes zoster],66070074,70–74 let,M,0,1
2022,8,CZ071,Olomoucký kraj,B02,Pásový opar [herpes zoster],66070074,70–74 let,Z,0,1
2022,8,CZ071,Olomoucký kraj,B02,Pásový opar [herpes zoster],66075999,75+ let,M,0,3
2022,8,CZ071,Olomoucký kraj,B02,Pásový opar [herpes zoster],66075999,75+ let,Z,0,2
2022,8,CZ071,Olomoucký kraj,B08,Jiné virové infekce charakterizované postižením kůže a sliznic NJ,66000000,0 let,M,0,3
2022,8,CZ071,Olomoucký kraj,B08,Jiné virové infekce charakterizované postižením kůže a sliznic NJ,66000000,0 let,Z,0,1
2022,8,CZ071,Olomoucký kraj,B08,Jiné virové infekce charakterizované postižením kůže a sliznic NJ,66001004,1–4 roky,M,0,7
2022,8,CZ071,Olomoucký kraj,B08,Jiné virové infekce charakterizované postižením kůže a sliznic NJ,66001004,1–4 roky,Z,0,6
2022,8,CZ071,Olomoucký kraj,B08,Jiné virové infekce charakterizované postižením kůže a sliznic NJ,66005009,5–9 let,M,0,3
2022,8,CZ071,Olomoucký kraj,B08,Jiné virové infekce charakterizované postižením kůže a sliznic NJ,66005009,5–9 let,Z,0,7
2022,8,CZ071,Olomoucký kraj,B08,Jiné virové infekce charakterizované postižením kůže a sliznic NJ,66010014,10–14 let,M,0,1
2022,8,CZ071,Olomoucký kraj,B08,Jiné virové infekce charakterizované postižením kůže a sliznic NJ,66010014,10–14 let,Z,0,1
2022,8,CZ071,Olomoucký kraj,B08,Jiné virové infekce charakterizované postižením kůže a sliznic NJ,66015019,15–19 let,M,0,3
2022,8,CZ071,Olomoucký kraj,B08,Jiné virové infekce charakterizované postižením kůže a sliznic NJ,66020024,20–24 let,M,0,1
2022,8,CZ071,Olomoucký kraj,B08,Jiné virové infekce charakterizované postižením kůže a sliznic NJ,66020024,20–24 let,Z,0,1
2022,8,CZ071,Olomoucký kraj,B08,Jiné virové infekce charakterizované postižením kůže a sliznic NJ,66025029,25–29 let,Z,0,1
2022,8,CZ071,Olomoucký kraj,B08,Jiné virové infekce charakterizované postižením kůže a sliznic NJ,66045049,45–49 let,M,0,1
2022,8,CZ071,Olomoucký kraj,B08,Jiné virové infekce charakterizované postižením kůže a sliznic NJ,66050054,50–54 let,Z,0,1
2022,8,CZ071,Olomoucký kraj,B08,Jiné virové infekce charakterizované postižením kůže a sliznic NJ,66065069,65–69 let,M,0,1
2022,8,CZ071,Olomoucký kraj,B18,Chronická virová hepatitida,66025029,25–29 let,M,0,1
2022,8,CZ071,Olomoucký kraj,B18,Chronická virová hepatitida,66030034,30–34 let,Z,0,1
2022,8,CZ071,Olomoucký kraj,B18,Chronická virová hepatitida,66035039,35–39 let,M,0,1
2022,8,CZ071,Olomoucký kraj,B18,Chronická virová hepatitida,66040044,40–44 let,M,0,1
2022,8,CZ071,Olomoucký kraj,B18,Chronická virová hepatitida,66050054,50–54 let,M,0,1
2022,8,CZ071,Olomoucký kraj,B18,Chronická virová hepatitida,66050054,50–54 let,Z,0,1
2022,8,CZ071,Olomoucký kraj,B18,Chronická virová hepatitida,66060064,60–64 let,M,0,1
2022,8,CZ071,Olomoucký kraj,B26,Příušnice [parotitis epidemica],66065069,65–69 let,M,0,1
2022,8,CZ071,Olomoucký kraj,B27,Infekční mononukleóza,66001004,1–4 roky,M,0,2
2022,8,CZ071,Olomoucký kraj,B27,Infekční mononukleóza,66001004,1–4 roky,Z,0,1
2022,8,CZ071,Olomoucký kraj,B27,Infekční mononukleóza,66005009,5–9 let,M,0,2
2022,8,CZ071,Olomoucký kraj,B27,Infekční mononukleóza,66010014,10–14 let,Z,0,1
2022,8,CZ071,Olomoucký kraj,B27,Infekční mononukleóza,66015019,15–19 let,M,0,1
2022,8,CZ071,Olomoucký kraj,B50,Malárie‚ původce: Plasmodium falciparum,66030034,30–34 let,M,0,1
2022,8,CZ071,Olomoucký kraj,B58,Toxoplazmóza [toxoplasmosis],66025029,25–29 let,Z,0,1
