ciselnik,ciselnik_kod,ciselnik_nazev,kod_IRI,kod,kod_tecka,nazev,kod_kapitola_rozsah,kod_kapitola_cislo,nazev_kapitola,platnost_od,platnost_do
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M21.72,M2172,M21.72,Nestejná délka končetiny (získaná); nadloktí,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M21.73,M2173,M21.73,Nestejná délka končetiny (získaná); předloktí,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M21.74,M2174,M21.74,Nestejná délka končetiny (získaná); ruka,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M21.75,M2175,M21.75,Nestejná délka končetiny (získaná); pánevní krajina a stehno,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M21.76,M2176,M21.76,Nestejná délka končetiny (získaná); bérec,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M21.77,M2177,M21.77,Nestejná délka končetiny (získaná); kotník a noha pod ním,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M21.79,M2179,M21.79,Nestejná délka končetiny (získaná); lokalizace NS,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M21.8,M218,M21.8,Jiné určené získané deformity končetin,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,1994-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M21.80,M2180,M21.80,Jiné určené získané deformity končetin; mnohočetné lokalizace,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M21.81,M2181,M21.81,Jiné určené získané deformity končetin; ramenní krajina,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M21.82,M2182,M21.82,Jiné určené získané deformity končetin; nadloktí,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M21.83,M2183,M21.83,Jiné určené získané deformity končetin; předloktí,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M21.84,M2184,M21.84,Jiné určené získané deformity končetin; ruka,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M21.85,M2185,M21.85,Jiné určené získané deformity končetin; pánevní krajina a stehno,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M21.86,M2186,M21.86,Jiné určené získané deformity končetin; bérec,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M21.87,M2187,M21.87,Jiné určené získané deformity končetin; kotník a noha pod ním,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M21.89,M2189,M21.89,Jiné určené získané deformity končetin; lokalizace NS,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M21.9,M219,M21.9,Získaná deformita končetiny NS,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,1994-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M21.90,M2190,M21.90,Získaná deformita končetiny NS; mnohočetné lokalizace,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M21.91,M2191,M21.91,Získaná deformita končetiny NS; ramenní krajina,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M21.92,M2192,M21.92,Získaná deformita končetiny NS; nadloktí,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M21.93,M2193,M21.93,Získaná deformita končetiny NS; předloktí,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M21.94,M2194,M21.94,Získaná deformita končetiny NS; ruka,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M21.95,M2195,M21.95,Získaná deformita končetiny NS; pánevní krajina a stehno,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M21.96,M2196,M21.96,Získaná deformita končetiny NS; bérec,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M21.97,M2197,M21.97,Získaná deformita končetiny NS; kotník a noha pod ním,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M21.99,M2199,M21.99,Získaná deformita končetiny NS; lokalizace NS,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M22,M22,M22,Onemocnění čéšky (pately),M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,1994-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M22.0,M220,M22.0,Recidivující dislokace čéšky,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,1994-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M22.1,M221,M22.1,Recidivující subluxace čéšky,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,1994-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M22.2,M222,M22.2,Patelofemorální poruchy,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,1994-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M22.3,M223,M22.3,Jiné poruchy čéšky,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,1994-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M22.4,M224,M22.4,Chondromalacie čéšky,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,1994-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M22.8,M228,M22.8,Jiná onemocnění čéšky,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,1994-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M22.9,M229,M22.9,Onemocnění čéšky NS,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,1994-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M23,M23,M23,Vnitřní poruchy kolenního kloubu,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,1994-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M23.0,M230,M23.0,Cystický meniskus,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,1994-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M23.00,M2300,M23.00,Cystický meniskus; mnohočetné lokalizace,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M23.01,M2301,M23.01,Cystický meniskus; přední roh vnitřního menisku,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M23.02,M2302,M23.02,Cystický meniskus; zadní roh vnitřního menisku,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M23.03,M2303,M23.03,Cystický meniskus; jiná a neurčená část vnitřního menisku,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M23.04,M2304,M23.04,Cystický meniskus; přední roh vnějšího menisku,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M23.05,M2305,M23.05,Cystický meniskus; zadní roh vnějšího menisku,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M23.06,M2306,M23.06,Cystický meniskus; jiná a neurčená část vnějšího menisku,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M23.09,M2309,M23.09,Cystický meniskus; neurčený meniskus,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M23.1,M231,M23.1,(Vrozený) diskoidní meniskus,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,1994-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M23.10,M2310,M23.10,(Vrozený) diskoidní meniskus; mnohočetné lokalizace,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M23.11,M2311,M23.11,(Vrozený) diskoidní meniskus; přední roh vnitřního menisku,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M23.12,M2312,M23.12,(Vrozený) diskoidní meniskus; zadní roh vnitřního menisku,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M23.13,M2313,M23.13,(Vrozený) diskoidní meniskus; jiná a neurčená část vnitřního menisku,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M23.14,M2314,M23.14,(Vrozený) diskoidní meniskus; přední roh vnějšího menisku,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M23.15,M2315,M23.15,(Vrozený) diskoidní meniskus; zadní roh vnějšího menisku,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M23.16,M2316,M23.16,(Vrozený) diskoidní meniskus; jiná a neurčená část vnějšího menisku,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M23.17,M2317,M23.17,(Vrozený) diskoidní meniskus; pouzdrový vaz,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,2011-12-31
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M23.19,M2319,M23.19,(Vrozený) diskoidní meniskus; neurčený meniskus,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M23.2,M232,M23.2,Porucha menisku způsobená starým odtržením nebo poraněním,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,1994-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M23.20,M2320,M23.20,Porucha menisku způsobená starým odtržením nebo poraněním; mnohočetné lokalizace,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M23.21,M2321,M23.21,Porucha menisku způsobená starým odtržením nebo poraněním; přední roh vnitřního menisku,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M23.22,M2322,M23.22,Porucha menisku způsobená starým odtržením nebo poraněním; zadní roh vnitřního menisku,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M23.23,M2323,M23.23,Porucha menisku způsobená starým odtržením nebo poraněním; jiná a neurčená část vnitřního menisku,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M23.24,M2324,M23.24,Porucha menisku způsobená starým odtržením nebo poraněním; přední roh vnějšího menisku,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M23.25,M2325,M23.25,Porucha menisku způsobená starým odtržením nebo poraněním; zadní roh vnějšího menisku,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M23.26,M2326,M23.26,Porucha menisku způsobená starým odtržením nebo poraněním; jiná a neurčená část vnějšího menisku,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M23.27,M2327,M23.27,Porucha menisku způsobená starým odtržením nebo poraněním; pouzdrový vaz,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,2011-12-31
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M23.29,M2329,M23.29,Porucha menisku způsobená starým odtržením nebo poraněním; neurčený meniskus,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M23.3,M233,M23.3,Jiné poruchy menisku,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,1994-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M23.30,M2330,M23.30,Jiné poruchy menisku; mnohočetné lokalizace,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M23.31,M2331,M23.31,Jiné poruchy menisku; přední roh vnitřního menisku,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M23.32,M2332,M23.32,Jiné poruchy menisku; zadní roh vnitřního menisku,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M23.33,M2333,M23.33,Jiné poruchy menisku; jiná a neurčená část vnitřního menisku,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M23.34,M2334,M23.34,Jiné poruchy menisku; přední roh vnějšího menisku,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M23.35,M2335,M23.35,Jiné poruchy menisku; zadní roh vnějšího menisku,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M23.36,M2336,M23.36,Jiné poruchy menisku; jiná a neurčená část vnějšího menisku,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M23.37,M2337,M23.37,Jiné poruchy menisku; pouzdrový vaz,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,2011-12-31
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M23.39,M2339,M23.39,Jiné poruchy menisku; neurčený meniskus,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M23.4,M234,M23.4,Volné těleso v koleně,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,1994-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M23.40,M2340,M23.40,Volné těleso v koleně; mnohočetné lokalizace,M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M23.41,M2341,M23.41,"Volné těleso v koleně; přední vaz, roh vnitřního menisku",M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M23.42,M2342,M23.42,"Volné těleso v koleně; zadní vaz, roh vnitřního menisku",M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M23.43,M2343,M23.43,"Volné těleso v koleně; vnitřní vaz, neurčená část vnitřního menisku",M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
https://mkn10.uzis.cz/prohlizec,CIS003,Číselník položek české verze 10. revize Mezinárodní klasifikace nemocí (MKN-10-CZ),https://mkn10.uzis.cz/prohlizec/M23.44,M2344,M23.44,"Volné těleso v koleně; zevní vaz, přední roh vnějšího menisku",M00-M99,XIII.,Nemoci svalové a kosterní soustavy a pojivové tkáně,2009-01-01,
